Time,Amount
111495.0,73.28
111497.0,36.41
111498.0,9.99
111499.0,89.03
111499.0,1.79
111499.0,31.0
111500.0,1.0
111502.0,50.0
111502.0,21.03
111503.0,255.0
111504.0,4.45
111505.0,11.5
111508.0,50.39
111510.0,4.49
111510.0,3.59
111510.0,7.91
111511.0,82.38
111513.0,14.9
111517.0,1767.71
111517.0,75.76
111518.0,0.89
111518.0,20.0
111519.0,11.5
111521.0,0.99
111521.0,1.99
111534.0,54.75
111536.0,10.32
111537.0,56.63
111537.0,242.19
111541.0,29.9
111542.0,0.77
111543.0,15.13
111547.0,112.0
111548.0,3.0
111548.0,691.0
111548.0,5.6
111549.0,99.99
111551.0,5.99
111552.0,2.0
111554.0,19.97
111557.0,10.74
111560.0,1.0
111569.0,66.06
111569.0,22.27
111572.0,31.29
111572.0,36.71
111573.0,88.0
111577.0,0.76
111579.0,1.79
111580.0,0.89
111581.0,9.99
111582.0,42.62
111583.0,4.49
111585.0,0.89
111590.0,9.99
111598.0,1.29
111600.0,1.0
111602.0,10.0
111602.0,1.98
111602.0,10.0
111602.0,0.99
111602.0,0.45
111605.0,55.29
111606.0,19.69
111606.0,64.1
111607.0,11.19
111609.0,32.0
111609.0,0.0
111609.0,0.89
111612.0,787.84
111615.0,10.0
111616.0,0.89
111617.0,70.0
111618.0,25.92
111618.0,21.14
111618.0,0.76
111619.0,10.0
111619.0,19.95
111620.0,3.56
111625.0,0.93
111629.0,34.9
111630.0,1.99
111633.0,1.78
111636.0,59.7
111638.0,51.4
111638.0,10.0
111638.0,798.49
111639.0,6.99
111639.0,69.61
111640.0,1.79
111641.0,9.8
111642.0,1.0
111642.0,32.82
111642.0,1.0
111642.0,0.89
111643.0,1.0
111643.0,1.0
111644.0,83.16
111644.0,15.09
111645.0,7.0
111645.0,99.96
111646.0,19.99
111647.0,1.49
111648.0,50.0
111648.0,43.65
111649.0,1.78
111649.0,1.79
111650.0,0.76
111651.0,296.13
111652.0,9.99
111653.0,4.02
111653.0,201.33
111654.0,2.58
111654.0,6.11
111657.0,40.0
111662.0,15.41
111663.0,24.0
111663.0,8.99
111666.0,244.29
111666.0,6.99
111669.0,30.0
111671.0,1.0
111671.0,2.28
111673.0,8.94
111674.0,15.0
111675.0,219.0
111675.0,12.57
111677.0,0.89
111678.0,0.89
111679.0,20.0
111679.0,12.0
111680.0,41.9
111684.0,2.49
111685.0,24.99
111686.0,49.9
111688.0,0.89
111688.0,42.36
111688.0,15.0
111691.0,59.45
111693.0,1.98
111693.0,268.0
111693.0,4.82
111694.0,19.4
111694.0,7.86
111695.0,87.66
111695.0,15.0
111696.0,5.38
111699.0,2.49
111700.0,674.3
111701.0,98.0
111701.0,1.0
111702.0,509.2
111702.0,15.0
111703.0,0.76
111705.0,809.21
111707.0,46.98
111708.0,57.38
111713.0,239.85
111713.0,50.0
111716.0,27.54
111717.0,1.0
111717.0,405.38
111720.0,27.0
111723.0,76.5
111723.0,36.19
111725.0,2600.0
111725.0,2.5
111726.0,1.0
111729.0,13.99
111730.0,49.48
111731.0,1.0
111732.0,34.53
111733.0,1.97
111734.0,19.09
111735.0,782.0
111736.0,45.17
111736.0,113.56
111736.0,19.4
111738.0,17.99
111740.0,3.3
111740.0,13.4
111740.0,1.0
111740.0,29.78
111743.0,330.79
111746.0,36.19
111748.0,29.25
111749.0,32.47
111749.0,1.0
111750.0,15.0
111753.0,1.29
111754.0,0.76
111755.0,124.56
111755.0,0.0
111757.0,0.99
111758.0,11.16
111761.0,8.78
111761.0,26.09
111761.0,0.75
111763.0,626.01
111764.0,1.98
111764.0,463.2
111767.0,0.89
111769.0,6.81
111770.0,13.62
111772.0,444.8
111773.0,21.38
111773.0,72.32
111774.0,0.12
111775.0,6.83
111777.0,21.94
111778.0,5.49
111778.0,8.4
111779.0,0.75
111783.0,103.0
111783.0,1.0
111783.0,1.0
111789.0,7.36
111792.0,75.75
111792.0,174.95
111794.0,18.99
111795.0,16.5
111797.0,13.1
111797.0,196.0
111798.0,4.25
111800.0,3.85
111803.0,113.31
111803.0,1.79
111804.0,712.4
111804.0,75.86
111805.0,76.0
111805.0,502.77
111814.0,20.05
111817.0,62.41
111817.0,20.0
111820.0,161.73
111822.0,26.89
111824.0,0.99
111828.0,0.89
111829.0,10.0
111830.0,11.88
111833.0,1013.0
111834.0,314.28
111837.0,28.6
111838.0,0.87
111839.0,8.93
111839.0,50.0
111840.0,0.12
111840.0,15.91
111841.0,80.33
111842.0,10.48
111847.0,9.99
111847.0,75.86
111848.0,0.89
111851.0,4.49
111855.0,0.89
111857.0,2.32
111860.0,88.95
111863.0,9.99
111864.0,9.99
111866.0,47.14
111868.0,15.0
111869.0,15.0
111869.0,3.85
111871.0,4.51
111871.0,4.89
111872.0,0.9
111877.0,32.13
111878.0,32.92
111880.0,11.49
111880.0,496.0
111881.0,12.23
111881.0,4000.0
111881.0,50.56
111882.0,27.99
111887.0,869.0
111888.0,1.98
111890.0,454.51
111893.0,1.0
111893.0,8.83
111894.0,75.9
111897.0,88.96
111900.0,14.25
111902.0,22.38
111904.0,1.51
111905.0,1.98
111909.0,75.0
111914.0,100.0
111914.0,4.37
111916.0,348.6
111917.0,54.55
111917.0,4.71
111918.0,0.89
111918.0,139.4
111920.0,155.4
111920.0,11.01
111922.0,151.4
111923.0,72.76
111923.0,181.4
111926.0,398.4
111927.0,398.4
111929.0,22.0
111930.0,438.4
111933.0,10.45
111936.0,31.65
111937.0,4.71
111937.0,2.28
111938.0,20.0
111940.0,7.56
111944.0,86.07
111944.0,11.24
111950.0,577.76
111952.0,91.0
111953.0,384.89
111953.0,23.0
111954.0,4.13
111955.0,55.6
111955.0,1.0
111957.0,1.29
111957.0,62.08
111957.0,234.18
111958.0,436.79
111959.0,0.89
111961.0,5.6
111962.0,22.76
111968.0,236.46
111968.0,10.98
111968.0,37.83
111968.0,2.58
111970.0,40.0
111970.0,10.45
111973.0,26.99
111974.0,15.0
111974.0,66.52
111974.0,21.11
111976.0,1.19
111980.0,7.9
111980.0,69.48
111981.0,0.77
111981.0,64.82
111984.0,54.99
111989.0,27.55
111990.0,39.99
111990.0,805.92
111991.0,0.94
111991.0,9.99
111992.0,10.0
111992.0,19.99
111993.0,38.79
111994.0,46.79
111997.0,25.0
111998.0,1.51
112000.0,4.49
112002.0,81.9
112003.0,1.29
112006.0,55.0
112012.0,199.88
112013.0,5.16
112013.0,1.0
112017.0,72.02
112017.0,3.9
112020.0,13.43
112021.0,90.0
112023.0,24.95
112026.0,464.79
112027.0,15.99
112030.0,11.35
112031.0,3.41
112034.0,31.01
112034.0,0.89
112035.0,30.0
112035.0,90.94
112036.0,74.34
112036.0,17.99
112036.0,80.0
112038.0,7.55
112039.0,0.89
112039.0,17.02
112040.0,9.7
112040.0,12.95
112041.0,1.88
112043.0,391.08
112044.0,0.0
112046.0,2.34
112046.0,108.17
112047.0,65.97
112047.0,383.09
112051.0,2.0
112052.0,243.82
112054.0,72.26
112055.0,11.91
112056.0,13.29
112056.0,59.0
112057.0,7.25
112058.0,15.95
112060.0,15.0
112061.0,47.48
112062.0,19.4
112063.0,13.62
112068.0,22.72
112068.0,74.99
112070.0,2.0
112072.0,1.0
112073.0,450.59
112077.0,12.48
112079.0,37.82
112079.0,4.16
112081.0,14.98
112082.0,9.99
112084.0,2.67
112087.0,25.0
112088.0,4.93
112090.0,1.0
112090.0,28.27
112091.0,1.0
112091.0,1.0
112091.0,15.44
112094.0,49.9
112101.0,19.51
112101.0,23.66
112102.0,53.65
112102.0,14.0
112103.0,14.99
112103.0,19.9
112104.0,13.0
112104.0,51.95
112106.0,135.0
112107.0,8.78
112107.0,59.95
112107.0,1.98
112108.0,45.9
112109.0,1.98
112110.0,19.99
112110.0,3.59
112113.0,3.49
112113.0,10.0
112117.0,1.79
112117.0,1.0
112117.0,1.29
112117.0,129.0
112119.0,10.0
112120.0,6.0
112124.0,3.1
112125.0,295.84
112127.0,3.99
112128.0,8.99
112128.0,110.9
112130.0,4.49
112131.0,0.89
112132.0,0.76
112139.0,20.97
112143.0,85.25
112144.0,50.0
112144.0,19.4
112145.0,148.0
112145.0,1.78
112145.0,36.98
112146.0,0.89
112150.0,39.0
112151.0,81.95
112151.0,45.0
112152.0,75.9
112152.0,1.98
112154.0,7.32
112155.0,4.49
112156.0,2.04
112157.0,45.8
112160.0,48.0
112160.0,62.48
112161.0,29.95
112161.0,8.99
112163.0,1.98
112164.0,8.55
112164.0,1.84
112165.0,493.86
112165.0,7.55
112166.0,9.0
112168.0,30.0
112168.0,123.35
112169.0,60.69
112170.0,124.9
112173.0,1.98
112177.0,5.67
112178.0,1.0
112181.0,65.0
112183.0,22.05
112183.0,28.75
112184.0,80.83
112184.0,1711.5
112184.0,8.1
112185.0,8.44
112185.0,104.83
112186.0,140.0
112190.0,16.5
112191.0,115.0
112192.0,7.5
112193.0,4.64
112196.0,1.43
112196.0,12.99
112197.0,29.13
112199.0,17.96
112199.0,7.99
112200.0,1.7
112204.0,498.0
112207.0,21.99
112207.0,1.78
112210.0,50.0
112210.0,16.5
112212.0,7.5
112213.0,9.99
112214.0,6.28
112218.0,16.99
112219.0,39.11
112221.0,49.79
112223.0,34.67
112223.0,116.15
112223.0,1.29
112224.0,30.23
112225.0,1.0
112225.0,0.0
112226.0,5.99
112226.0,2.67
112226.0,109.81
112227.0,9.99
112227.0,29.68
112227.0,9.99
112232.0,23.76
112234.0,0.0
112236.0,25.0
112236.0,4.49
112241.0,1.29
112242.0,129.0
112249.0,7.55
112250.0,0.77
112251.0,0.89
112252.0,0.87
112253.0,23.0
112255.0,20.0
112256.0,4.49
112259.0,0.87
112259.0,8.98
112259.0,4.0
112259.0,42.81
112261.0,1.0
112261.0,19.99
112262.0,37.07
112266.0,0.87
112267.0,792.35
112268.0,0.87
112268.0,4.49
112268.0,198.06
112270.0,22.61
112272.0,0.87
112274.0,74.0
112275.0,96.0
112275.0,19.4
112276.0,0.87
112279.0,2.32
112280.0,0.87
112280.0,0.89
112280.0,343.8
112281.0,50.0
112282.0,0.87
112283.0,120.11
112284.0,1.5
112284.0,69.0
112285.0,17.99
112286.0,0.87
112287.0,355.4
112287.0,1.0
112289.0,39.49
112289.0,1.98
112290.0,40.75
112290.0,0.87
112290.0,59.88
112290.0,19.99
112291.0,1.78
112292.0,15.98
112292.0,400.25
112292.0,2.86
112293.0,0.87
112293.0,22.7
112294.0,11.35
112295.0,11.35
112296.0,1.78
112299.0,62.99
112302.0,12.0
112303.0,15.52
112304.0,30.34
112304.0,298.88
112305.0,274.0
112307.0,0.87
112308.0,415.3
112314.0,8.98
112317.0,54.99
112317.0,13.0
112321.0,157.57
112323.0,34.96
112325.0,44.0
112327.0,69.99
112328.0,291.88
112329.0,9.31
112331.0,236.0
112332.0,1.0
112333.0,55.7
112335.0,45.4
112336.0,29.95
112337.0,69.7
112337.0,79.8
112337.0,5.11
112337.0,40.0
112339.0,39.95
112341.0,15.78
112342.0,20.0
112343.0,44.99
112347.0,203.72
112348.0,1.79
112350.0,10.0
112352.0,5.95
112358.0,298.85
112360.0,63.75
112361.0,200.0
112365.0,26.7
112365.0,60.85
112365.0,18.36
112366.0,407.9
112366.0,25.0
112367.0,2.49
112369.0,38.45
112370.0,88.75
112371.0,9.99
112372.0,1.0
112372.0,1.0
112373.0,1.0
112373.0,1.0
112373.0,10.28
112374.0,18.2
112374.0,1.0
112374.0,1.0
112374.0,1.0
112375.0,1.0
112375.0,1.0
112376.0,49.95
112376.0,1.0
112376.0,1.0
112376.0,1.0
112376.0,15.17
112377.0,23.88
112377.0,1.0
112377.0,1.0
112378.0,1.0
112378.0,1.0
112378.0,1.0
112379.0,1.0
112379.0,1.0
112379.0,119.0
112379.0,1.0
112380.0,1.0
112380.0,1.0
112381.0,1.0
112381.0,1.0
112381.0,1.0
112382.0,1.0
112382.0,1.0
112382.0,1.0
112382.0,2.68
112383.0,1.0
112383.0,1.0
112383.0,2263.73
112383.0,1.0
112384.0,15.17
112384.0,1.0
112384.0,5.25
112384.0,1.0
112385.0,1.0
112385.0,1.0
112385.0,1.0
112386.0,1.0
112386.0,1.0
112386.0,1.0
112387.0,1.0
112387.0,1.0
112388.0,1.0
112388.0,1.0
112388.0,1.0
112389.0,1.0
112389.0,1.0
112389.0,1.0
112390.0,1228.82
112390.0,1.0
112390.0,1.0
112391.0,1.0
112391.0,1.0
112391.0,1.0
112391.0,1.29
112391.0,9.95
112392.0,1.0
112392.0,1.0
112393.0,1.0
112393.0,1.0
112393.0,1.0
112394.0,1.0
112394.0,1.0
112395.0,1.0
112395.0,1.0
112395.0,17.59
112396.0,1.0
112396.0,1.0
112396.0,7.58
112396.0,1.0
112397.0,1.0
112397.0,2.87
112397.0,1.0
112397.0,1.79
112398.0,1.0
112398.0,1.0
112399.0,1.0
112399.0,9.99
112399.0,1.0
112399.0,1.0
112400.0,1.0
112400.0,1.0
112401.0,1.0
112401.0,1.0
112401.0,1.0
112402.0,1.0
112402.0,1.0
112403.0,1.0
112403.0,1.0
112403.0,1.0
112404.0,1.0
112404.0,1.0
112404.0,1.0
112405.0,1.0
112405.0,1.0
112405.0,21.0
112406.0,1.0
112406.0,1.0
112406.0,1.0
112407.0,2.9
112407.0,1.0
112407.0,1.0
112407.0,1.0
112408.0,1.0
112408.0,1.0
112408.0,0.77
112409.0,1.0
112409.0,1.0
112409.0,53.06
112410.0,1.0
112410.0,1.0
112410.0,1.0
112410.0,110.53
112410.0,6.49
112411.0,2.69
112411.0,1.0
112411.0,37.0
112411.0,1.0
112412.0,1.0
112412.0,1.0
112412.0,1.0
112413.0,21.0
112413.0,1.0
112413.0,57.26
112413.0,1.0
112414.0,1.0
112414.0,1.0
112414.0,1.0
112415.0,527.43
112415.0,1.0
112415.0,1.0
112415.0,1.0
112416.0,1.0
112416.0,1.0
112416.0,1.0
112416.0,1.78
112416.0,63.75
112417.0,1.0
112417.0,237.0
112417.0,1.0
112418.0,1.51
112418.0,1.0
112418.0,1.0
112418.0,1.0
112419.0,1.0
112419.0,1.0
112419.0,85.8
112419.0,1.0
112420.0,48.53
112420.0,1.0
112420.0,1.0
112421.0,1.0
112421.0,1.0
112421.0,1.0
112422.0,45.0
112422.0,1.0
112422.0,1.0
112423.0,1.0
112423.0,1.0
112423.0,1.0
112424.0,38.65
112424.0,1.0
112424.0,1.0
112425.0,32.85
112425.0,1.0
112425.0,1.0
112425.0,15.0
112425.0,1.0
112426.0,1.0
112426.0,59.97
112426.0,1.0
112426.0,4.49
112426.0,35.9
112427.0,8.99
112427.0,64.99
112431.0,0.77
112431.0,435.09
112433.0,1.29
112434.0,24.0
112438.0,3.69
112441.0,34.0
112441.0,1.29
112444.0,60.0
112447.0,1.51
112447.0,29.0
112447.0,0.89
112450.0,18.88
112450.0,1.98
112454.0,25.0
112455.0,12.98
112460.0,16.0
112462.0,19.99
112463.0,135.01
112464.0,27.0
112469.0,574.96
112471.0,4.66
112472.0,21.95
112474.0,15.0
112475.0,61.0
112475.0,1.08
112475.0,56.0
112477.0,0.89
112479.0,150.0
112480.0,1.51
112480.0,0.89
112483.0,0.89
112483.0,2.76
112483.0,0.76
112483.0,2.69
112485.0,2.32
112486.0,4.49
112486.0,17.82
112486.0,17.82
112486.0,25.19
112486.0,25.19
112486.0,102.38
112487.0,12.31
112488.0,0.99
112488.0,60.64
112493.0,6.0
112494.0,6.0
112494.0,88.06
112497.0,0.89
112500.0,5.0
112501.0,81.7
112504.0,29.95
112505.0,23.29
112506.0,39.0
112507.0,200.0
112507.0,44.26
112507.0,18.91
112508.0,31.0
112508.0,175.28
112509.0,1.98
112512.0,19.95
112513.0,327.6
112515.0,7.74
112516.0,0.77
112517.0,1.0
112518.0,40.0
112519.0,7.5
112521.0,0.89
112522.0,8.98
112524.0,160.75
112524.0,5.7
112525.0,851.18
112528.0,15.0
112528.0,14.2
112532.0,828.0
112534.0,75.9
112539.0,40.99
112542.0,3.78
112543.0,15.95
112545.0,25.0
112548.0,29.99
112551.0,7.7
112552.0,10.62
112553.0,9.99
112555.0,0.92
112558.0,1.0
112563.0,29.87
112564.0,30.0
112566.0,124.95
112566.0,16.0
112568.0,44.99
112570.0,17.34
112570.0,43.0
112570.0,1.98
112571.0,83.08
112572.0,89.09
112573.0,6.28
112575.0,8.23
112575.0,16.0
112576.0,9.99
112577.0,890.58
112578.0,7.33
112581.0,9.1
112581.0,95.89
112582.0,4.99
112584.0,0.89
112585.0,117.47
112585.0,0.89
112586.0,10.75
112588.0,5.14
112588.0,20.0
112589.0,27.9
112593.0,48.93
112593.0,25.87
112594.0,60.0
112594.0,25.0
112600.0,570.44
112600.0,101.0
112602.0,44.99
112603.0,3.7
112603.0,1.79
112604.0,0.89
112604.0,530.96
112608.0,10.0
112610.0,3.76
112612.0,2.69
112612.0,87.0
112613.0,456.0
112613.0,10.0
112613.0,61.76
112614.0,119.99
112615.0,1.0
112616.0,1.0
112616.0,1.0
112617.0,1.0
112617.0,505.65
112617.0,7.29
112623.0,20.23
112627.0,17.23
112627.0,85.85
112629.0,11.0
112630.0,29.99
112631.0,42.88
112633.0,45.51
112633.0,185.0
112633.0,68.72
112636.0,5.37
112636.0,3.81
112637.0,6.15
112638.0,1.0
112638.0,92.76
112639.0,30.0
112640.0,33.94
112644.0,36.41
112645.0,422.47
112645.0,52.0
112648.0,9.99
112648.0,12.51
112648.0,31.0
112653.0,92.0
112653.0,24.1
112654.0,0.89
112654.0,849.0
112656.0,4.0
112662.0,9.85
112662.0,3.31
112663.0,180.95
112663.0,7.99
112666.0,88.6
112667.0,2.28
112667.0,9.99
112670.0,154.9
112671.0,0.89
112673.0,852.4
112674.0,47.95
112677.0,11.28
112677.0,4.72
112681.0,49.37
112684.0,10.0
112685.0,6.0
112688.0,26.25
112689.0,115.2
112689.0,460.42
112696.0,1.29
112696.0,32.0
112696.0,62.7
112697.0,1.78
112697.0,74.0
112701.0,6.56
112702.0,8.08
112705.0,1.0
112706.0,37.99
112706.0,115.67
112707.0,16.9
112710.0,2.69
112711.0,13.99
112712.0,30.0
112712.0,1.0
112713.0,0.89
112714.0,22.0
112715.0,95.75
112716.0,8.08
112717.0,4.56
112718.0,6.99
112719.0,164.0
112719.0,2.69
112720.0,1.5
112721.0,360.0
112722.0,14.5
112724.0,6.06
112725.0,4.99
112726.0,1.29
112727.0,2.99
112727.0,13.73
112728.0,151.0
112729.0,24.98
112732.0,6.45
112735.0,71.02
112737.0,12.99
112738.0,3.66
112738.0,4.49
112739.0,37.9
112740.0,8.98
112740.0,24.99
112742.0,3.87
112744.0,4.95
112748.0,6.37
112751.0,13.37
112751.0,1.78
112752.0,1.79
112753.0,1.98
112753.0,5.99
112754.0,48.57
112755.0,4.0
112755.0,32.7
112755.0,3.99
112756.0,741.26
112756.0,4.54
112758.0,15.0
112758.0,12.31
112760.0,15.0
112760.0,141.0
112760.0,29.45
112763.0,85.0
112763.0,1.0
112764.0,8.98
112765.0,81.14
112767.0,5.41
112768.0,32.0
112771.0,9.95
112771.0,210.48
112771.0,8.8
112774.0,86.04
112775.0,1.78
112776.0,35.39
112779.0,549.1
112779.0,1.79
112781.0,43.8
112781.0,12.78
112784.0,405.96
112785.0,15.44
112785.0,9.95
112786.0,5.25
112788.0,9.95
112789.0,3.99
112790.0,19.16
112790.0,72.7
112792.0,69.0
112793.0,20.0
112793.0,16.0
112794.0,3.78
112796.0,9.98
112797.0,39.46
112801.0,396.0
112801.0,5.0
112803.0,4.49
112803.0,6.75
112804.0,7.0
112805.0,0.89
112807.0,49.99
112809.0,114.38
112810.0,2.9
112811.0,9.99
112813.0,4.49
112814.0,383.05
112815.0,12.37
112817.0,1.0
112818.0,1.0
112818.0,2.69
112820.0,73.79
112821.0,172.65
112822.0,62.76
112825.0,2.0
112826.0,23.0
112827.0,40.0
112828.0,1.78
112828.0,39.71
112828.0,30.0
112829.0,45.35
112830.0,1.79
112832.0,0.77
112832.0,30.25
112834.0,53.0
112835.0,383.0
112837.0,46.92
112837.0,213.63
112838.0,244.0
112838.0,17.99
112843.0,0.76
112843.0,6.99
112844.0,161.76
112844.0,27.83
112846.0,1.0
112847.0,8.31
112848.0,0.89
112852.0,49.95
112853.0,99.99
112853.0,5.53
112854.0,24.55
112855.0,35.85
112856.0,34.0
112857.0,1.98
112860.0,79.95
112861.0,22.19
112863.0,3.1
112865.0,37.53
112868.0,45.0
112869.0,99.99
112870.0,0.92
112870.0,0.99
112870.0,217.8
112871.0,3.99
112872.0,3.78
112878.0,60.0
112879.0,30.0
112879.0,5.99
112880.0,19.6
112880.0,3.79
112880.0,188.95
112882.0,149.0
112882.0,79.0
112884.0,499.0
112885.0,11.99
112885.0,0.71
112885.0,3.78
112886.0,24.99
112890.0,400.75
112890.0,139.95
112892.0,2.69
112893.0,14.71
112895.0,24.93
112895.0,218.58
112896.0,61.66
112896.0,262.15
112898.0,8.99
112904.0,1.0
112905.0,8.07
112906.0,37.89
112908.0,11.36
112913.0,7.7
112913.0,2.67
112915.0,15.0
112916.0,155.71
112919.0,54.99
112922.0,1.0
112922.0,289.19
112922.0,12.5
112923.0,39.95
112936.0,77.9
112936.0,1.29
112939.0,18.36
112941.0,441.0
112942.0,85.0
112942.0,144.99
112943.0,0.92
112947.0,8.9
112947.0,1.98
112948.0,1.0
112948.0,53.98
112948.0,43.16
112950.0,47.96
112953.0,9.99
112954.0,6.65
112956.0,14.16
112957.0,17.99
112959.0,1.98
112960.0,568.0
112962.0,3.5
112967.0,51.22
112967.0,24.99
112969.0,6.44
112972.0,11.0
112973.0,13.99
112973.0,37.87
112974.0,1.78
112974.0,4.49
112976.0,2.0
112981.0,1.0
112981.0,1.0
112982.0,1.0
112983.0,17.0
112983.0,1.0
112983.0,1.0
112984.0,33.95
112984.0,33.95
112984.0,31.5
112984.0,31.5
112984.0,1.0
112985.0,99.99
112985.0,22.5
112986.0,2.69
112986.0,1.0
112986.0,1.0
112986.0,45.0
112986.0,1.0
112987.0,15.0
112988.0,62.74
112988.0,1.0
112989.0,1.0
112989.0,11.57
112989.0,1.0
112990.0,1.0
112991.0,1.0
112992.0,1.0
112993.0,6.26
112993.0,1.0
112994.0,1.98
112994.0,220.0
112994.0,1.0
112995.0,11.65
112995.0,1.0
112995.0,15.0
112996.0,1.0
112996.0,20.0
112997.0,205.48
112997.0,1.0
112998.0,199.0
112998.0,1.0
112999.0,1.0
112999.0,1.0
113000.0,1.78
113001.0,1.0
113002.0,1.0
113003.0,1.0
113003.0,1.0
113004.0,394.12
113004.0,1.0
113005.0,1.0
113006.0,1.0
113006.0,1.0
113007.0,1.0
113008.0,1.0
113008.0,1.0
113008.0,29.95
113009.0,1.0
113009.0,1.0
113010.0,1.0
113011.0,1.0
113011.0,6.7
113012.0,1.0
113012.0,1.0
113012.0,6.36
113012.0,1.0
113013.0,45.0
113013.0,1.0
113014.0,1.0
113014.0,1.0
113015.0,1.0
113015.0,1.0
113016.0,1.0
113017.0,1.0
113017.0,1.0
113018.0,1.0
113018.0,1.0
113019.0,1.0
113019.0,202.55
113020.0,172.0
113020.0,1.0
113021.0,1.0
113021.0,28.49
113021.0,1.0
113022.0,26.15
113022.0,1.0
113022.0,1.0
113023.0,1.0
113023.0,1.29
113023.0,77.86
113023.0,1.29
113024.0,1.0
113024.0,29.99
113025.0,1.0
113025.0,1.0
113026.0,151.33
113026.0,1.0
113026.0,1.0
113026.0,93.76
113027.0,1.0
113028.0,15.0
113028.0,1.0
113028.0,46.78
113029.0,1.0
113029.0,1.0
113030.0,1.0
113031.0,44.0
113031.0,1.0
113031.0,1.0
113032.0,1.0
113033.0,1.0
113033.0,59.7
113033.0,1.0
113033.0,1.0
113034.0,1.0
113034.0,45.51
113035.0,1.67
113035.0,1.0
113035.0,1.0
113036.0,1.0
113037.0,1.0
113037.0,171.78
113038.0,1.0
113038.0,44.99
113039.0,13.54
113039.0,1.0
113040.0,1.0
113041.0,1.0
113041.0,1.0
113042.0,1.0
113042.0,30.27
113043.0,1.0
113043.0,1.0
113044.0,1.0
113045.0,1.0
113045.0,4.47
113045.0,1.0
113046.0,20.99
113046.0,1.0
113047.0,1.0
113047.0,1.0
113048.0,28.56
113048.0,1.0
113048.0,1.29
113049.0,1.0
113050.0,0.89
113050.0,1.0
113050.0,1.98
113050.0,1.0
113051.0,15.86
113052.0,1.0
113052.0,189.0
113053.0,160.0
113053.0,15.0
113053.0,1.0
113053.0,1.0
113053.0,1.0
113055.0,1.0
113055.0,1.0
113055.0,350.4
113056.0,56.86
113057.0,1.0
113057.0,1.0
113058.0,1.0
113059.0,1.0
113059.0,1.0
113059.0,1.0
113059.0,58.02
113059.0,41.3
113060.0,1.0
113060.0,29.95
113061.0,1.0
113062.0,0.89
113062.0,1.0
113063.0,1.0
113063.0,1.0
113063.0,1.5
113064.0,15.0
113064.0,1.0
113064.0,6.03
113065.0,1.0
113065.0,4.99
113066.0,1.0
113067.0,1.0
113068.0,69.99
113068.0,1.0
113068.0,1.0
113069.0,1.0
113069.0,0.89
113070.0,1.0
113071.0,1.0
113071.0,1.0
113071.0,4.94
113071.0,33.89
113071.0,19.99
113072.0,39.99
113073.0,26.5
113073.0,1.0
113074.0,1.0
113074.0,1.0
113074.0,113.0
113074.0,105.0
113075.0,1.0
113076.0,1.0
113076.0,1.0
113077.0,1.0
113078.0,1.0
113079.0,1.0
113080.0,1.0
113080.0,14.9
113080.0,1.0
113081.0,1.0
113082.0,1.0
113082.0,1.0
113083.0,1.0
113083.0,1.0
113084.0,50.58
113084.0,1.0
113084.0,1.0
113085.0,1.0
113086.0,1.0
113086.0,1.0
113087.0,1.0
113087.0,0.89
113088.0,1.0
113088.0,1.0
113089.0,15.95
113089.0,1.0
113090.0,1.0
113090.0,128.0
113091.0,1.0
113091.0,1.0
113092.0,1.0
113093.0,1.0
113093.0,55.0
113093.0,1.0
113094.0,1.0
113094.0,1.0
113095.0,1.0
113096.0,1.0
113097.0,1.0
113097.0,1.0
113098.0,1.0
113098.0,1.0
113099.0,1.0
113099.0,1.64
113099.0,1.79
113100.0,1.0
113100.0,129.95
113100.0,1.0
113101.0,1.29
113101.0,70.59
113101.0,1.0
113102.0,1.0
113102.0,7.7
113102.0,1.0
113103.0,1.0
113104.0,1.0
113104.0,8.9
113104.0,1.0
113104.0,8.99
113104.0,1.0
113105.0,1.0
113105.0,45.98
113106.0,1.0
113106.0,1.0
113107.0,1.0
113108.0,1.0
113109.0,1.0
113109.0,1.0
113109.0,11.27
113109.0,1.99
113110.0,1.0
113110.0,1.0
113110.0,119.92
113111.0,1.0
113111.0,8.99
113111.0,1.98
113111.0,0.89
113111.0,1.0
113112.0,1.0
113113.0,1.0
113113.0,43.62
113113.0,1.0
113114.0,1.0
113114.0,18.0
113114.0,15.0
113115.0,1.0
113116.0,1.0
113116.0,1.0
113117.0,1.0
113118.0,1.0
113119.0,1.0
113119.0,1.0
113119.0,1.0
113120.0,1.0
113121.0,1.0
113122.0,4.49
113122.0,1.0
113122.0,1.0
113122.0,14.99
113123.0,7.99
113123.0,282.0
113123.0,279.63
113123.0,15.66
113123.0,1.0
113123.0,10.0
113124.0,2.69
113124.0,60.85
113124.0,1.0
113124.0,18.0
113125.0,4.86
113125.0,1.0
113125.0,1.0
113125.0,1.0
113126.0,1.0
113126.0,261.63
113127.0,0.99
113127.0,1.0
113128.0,1.0
113128.0,1.0
113129.0,1.0
113129.0,1.0
113129.0,1.79
113130.0,116.6
113130.0,1.0
113130.0,4.99
113131.0,1.0
113131.0,1.0
113132.0,1.0
113133.0,1.0
113133.0,51.75
113133.0,142.76
113133.0,1.0
113134.0,1.0
113134.0,3.59
113134.0,1.0
113134.0,240.68
113135.0,1.0
113136.0,1.0
113136.0,1.0
113137.0,249.0
113137.0,1.0
113138.0,1.0
